ambigous_result,genre,name,no_result,origin
1,,Pop & Skred,0,
0,blues-rock,Danny Bryant,0,
0,thai idol,Thaitanium,0,
0,,CHRISTIAN SCHIEMANN,0,
0,,MALEKO'S BEUTEL & AMARU,0,
0,deep house,Fred Everything,0,
0,,aka Cavalier,1,
0,,Leonist & Free J Rumi,1,
0,minimal tech house,Veitengruber,0,
0,,Ramin,0,
0,,Sousoul,1,
0,indie pop,Wild Belle,0,
0,electrofox,LCMDF,0,
1,,Aaron Watson,0,
0,,MiXendorp,0,
0,punk christmas,Secret Army,0,
0,,Nik von Frankenberg & Honoree,1,
1,,Gioacchino Rossini,0,
0,,Stabat Mater ZÜRICH,1,
0,,Super Country,1,
0,,Brett Newski,0,
0,,KINGSDOWN,0,
0,canadian pop,Justin Bieber,0,
0,,Justin Bieber ZÜRICH,1,
0,canadian pop,Carly Rae Jepsen,0,
0,,The Others Rocken Roul,1,
0,,and the reserve men,0,
0,,And The Reserve Man PRATTELN,1,
0,,Hintergrundrauschen,0,
0,,The Bassment,0,
0,,Tom Wineman,1,
0,,Riley Reinhold,0,
0,,Fabian Kozelsky,0,
1,,Dreksler & Haerle live,0,
0,electronic trap,Lockah,0,
1,,DJs & Live,0,
0,,mewa,0,
0,,Moog Lee,0,
0,,Tanzstube mit Superlive,1,
0,,Styro,1,
0,,Cosili,0,
0,,Dada Global,1,
1,,Sarna,0,
1,,Knut,0,
1,,Live:..,0,
0,,Ryan Davis Music,1,
0,,Mdmo,0,
1,,Handjob,0,
0,minimal dub,Eduardo De La Calle,0,
0,,Tevor Handa,0,
0,,Düito,1,
0,deep soul house,Iron Curtis,0,
0,,JackOff,1,
0,,Greg Watts,0,
0,,Kreisprozess,1,
0,,Kong Curling,1,
0,,Final Cut,0,
0,,Bwakaw,1,
1,,The Grandmaster,0,
0,deep indie r&b,Kartell,0,
0,,Mind crash,0,
0,french pop,Merwan Rim,0,
0,,Tryo GENÈVE,1,
1,,Scotch & Sofa,0,
0,chanson,Tryo,0,
0,,1995 THONEX,1,
0,,Dianne Reeves GENEVA,1,
0,,Khostic,1,
0,,Bangko,1,
1,,Boyfriend,0,
1,,Proxy,0,
0,,ERTU DENLI &,1,
0,,Bishop Basterds,1,
1,,Denz,0,
0,,ADDK Alex Dario & Damien K,1,
0,,Best of the Second Decade,1,
0,,Hardstyle Rockerz,0,
0,,B.what?,1,
1,,Surgeon,0,
0,,Mil Waukee,1,
1,,Ka & Ge,0,
0,,b2b Maurice Bateau,1,
0,,Vicky Devine,0,
0,,Siegwart,0,
0,,Termine,0,
0,,NICONE,0,
0,,Dj Max Grillo,1,
0,swedish hard rock,The Kendolls,0,
0,,Gala Night Mit Music Road Pilots,1,
0,,Max Lässer und das Überlandorchester PRATTELN,1,
0,fingerstyle,Max Lässer,0,
0,,Shantel  WINTERTHUR,1,
0,,UNITED EVENTS,1,
0,deep disco house,James What,0,
0,,Fumoir,0,
0,,Laso,0,
0,pop rap,J.R. Writer,0,
0,,Robin Hirte,0,
0,,Lars Wickinger,0,
0,,FRITZ FIRULIN,1,
0,,TOMMY LIEBHARDT,0,
0,,KEM KEYL,1,
1,,Element,0,
1,,Dr. Jones,0,
0,,NICO MASSA,1,
1,,ORION & MOLE,0,
0,,BLACKMAIL (Official),1,
0,,Dr. Lektroluv,0,
0,,Bad Nelson from Losanna,1,
0,,Hiivemind,1,
0,,Festivalticket inkl. Skipass SA oder SO,1,
0,,Festivalticket,1,
0,,Afterparty inkl. Skipass SA oder SO,1,
0,,VIP-Ticket,1,
0,,Regard d'Or,1,
1,,Dress,0,
0,chanson,Paul Personne,0,
0,,Tadeo Doberska,1,
0,,Thomtraxx,1,
0,,Bertel Gee,1,
0,,Latenzzeit,1,
0,,Zero,0,
0,,Country Brunch Mit Jeff Turner,1,
0,,Gershwin Piano Quartet LACHEN SZ,1,
0,,Shout Out Louds ZÜRICH,1,
0,,The Westbrook Trio,1,
0,,Hogan's Heroes  WINTERTHUR,1,
0,,Grupo Compay Segundo,0,
0,,DJ VITA,1,
0,,Daniela Dill,0,
0,,Christian D. Link,1,
0,,Mr. Surprise,1,
1,,Swans,0,
0,anti-folk,Xiu Xiu,0,
0,,Off The Hook,0,
0,,Mäntigsclub,1,
0,,NoReduce ZÜRICH,1,
0,,NoReduce,1,
0,,Михаил Васильевич Плетнев,1,
0,,Leitung BASEL,1,
0,,Paul Gilbert PRATTELN,1,
0,,Dena Derose ZÜRICH,1,
0,black thrash,Ketzer,0,
1,,Paul Gilbert,0,
0,vienna indie,Steaming Satellites,0,
0,,Dianne Reeves ST. GALLEN,1,
0,,FILIAMOTSA,0,
0,bow pop,Balmorhea,0,
0,french indie pop,Mermonte,0,
0,,SOFTEN,0,
0,azonto,Mr. Vegas,0,
0,,MaxBird,1,
0,swedish pop punk,Tiger Bell,0,
0,,Steven Wilson ZÜRICH,1,
0,,Balkan Flavours ZÜRICH,1,
0,,papiro,0,
1,,DJ Fett,0,
0,,& Ballet Junior Genève,1,
1,,Wildlife !,0,
0,,Freedom Fighter Sound,1,
0,,Muller System,1,
0,,Jah'mean Sound,1,
0,,Skankin's Society,1,
0,,Vince,0,
1,,Kenny Dope....!,0,
0,breakbeat,Calyx & Teebee,0,
0,,MC GQ..,0,
0,,20 years of kompakt,1,
0,deep euro house,Gui Boratto,0,
0,deep melodic euro house,Saschienne,0,
0,microhouse,Justus Köhncke,0,
0,,Mohn,0,
0,digital hardcore,Atari Teenage Riot,0,
0,drum and bass,Calyx,0,
1,,Teebee,0,
0,,MC GQ,0,
0,,Trojan Sound System,0,
0,,& GUILHERME BOTELHO & BALLET JUNIOR GENÈVE,1,
0,breakcore,Otto von Schirach,0,
1,,TC,0,
1,,MC,0,
0,dubstep,Jakes,0,
0,chip hop,Bit-Tuner,0,
0,,Deafthnoise,1,
0,,Deejay MF,1,
0,,Illegal Machine VS Big Scary Monsters ,1,
0,,Beardy Weardy,0,
0,,Fafadet VS Mogoon,1,
1,,LFO,0,
0,chicago house,Derrick Carter,0,
1,,Rone,0,
0,,Daniel Miller,0,
0,gothic post-punk,Kas Product,0,
0,metropopolis,Clock Opera,0,
1,,The Bug,0,
0,,Daddy Freddy,0,
0,destroy techno,Attaque,0,
0,,BAK XIII,0,
0,industrial,Thee Majesty,0,
0,,Spitzer,0,
0,,DJ DIMI3,1,
0,,SHAZAM BELL,1,
0,,Operation Of The Sun,0,
0,,Demetra Vox,1,
0,,RICOBF,1,
0,,PART2STYLE,0,
0,,EGYPTOLOGY,0,
0,,Mala In Cuba,1,
1,,Jets,0,
1,,Machine Drum,0,
1,,Jimmy,0,
1,,Whitey,0,
0,bass music,Jon Convex,0,
0,,Obf Sound System,1,
0,,Gebrueder Teichmann,1,
1,,Salva,0,
1,,UZ,0,
0,,Mungos HIFI,0,
1,,Mr Williamz,0,
0,,BARON OUFO,1,
0,abstract,Sogar,0,
0,,MC DJ EXTRAVAGANZA,1,
0,,Deepchild,0,
0,,& THE SHINE,1,
0,,Equation Solver,1,
1,,OTAVIO,0,
1,,CALYX & TEEBEE..,0,
0,,Ricky Rat,0,
0,acoustic blues,Eric Bibb,0,
0,mande pop,Habib Koité,0,
1,,Habib Koité & Bamada,0,
0,,Sundance PRILLY,1,
0,,Sundance GENÈVE,1,
0,,C2C THONEX,1,
0,french indietronica,CLUB CHEVAL,0,
0,,Lateef the Truthspeaker,0,
0,,Elodie Rama,0,
1,,Justice,0,
0,big room,Dannic,0,
0,,apl.de.ap,0,
0,,RITON TIME,1,
0,,Judiar,1,
0,,Yakarta GENÈVE,1,
1,,Chacal & Yakarta,0,
0,minimal tech house,Siopis,0,
0,,Pablo Bordon,1,
0,,Osterkarussell,1,
0,,FRAGMENT OF SYMMETRY,1,
0,death metal,Hatesphere,0,
0,,Billy Boy in Poison,0,
0,opera,The Ten Tenors,0,
0,,Jackie James Barnes,1,
0,,Shakra PRATTELN,1,
0,,djsneak,1,
0,cabaret,Robin McKelle,0,
0,,The Flytones ZÜRICH,1,
0,icelandic pop,Retro Stefson,0,
0,dancehall,Inner Circle,0,
0,deep disco house,Audiofly,0,
0,,Toni Terranova,1,
0,broken beat,Afronaut,0,
0,,Andreas Ramos & Schmerol,1,
0,deep disco house,HNQO,0,
1,,Shackleton,0,
0,,UK,0,
0,,Leisure Options CH,1,
0,,Martin Meier CH,1,
0,,Leo CH,1,
0,acid house,DJ Sneak,0,
0,,Black Sync,1,
0,deep euro house,Oliver Koletzki,0,
0,,Patrique,0,
1,,ART & WEISE,0,
1,,K..,0,
0,,GC Sound,1,
0,,Mad Codiouf,1,
0,,Jill Addis,1,
0,,Rahaan,0,
0,,Egyptology...!,0,
1,,Atta..,0,
1,,GET PHYSICAL,0,
1,,Canada,0,
0,,Zambidou,1,
0,,Fayabash,1,
0,,SUISSE,0,
1,,L.E.O.,0,
0,,Black Bunker,1,
0,,Zombidou,1,
0,,J Velez AKA Professor Genius,1,
0,experimental dubstep,Niels,0,
0,,Ad-Apt,0,
1,,Dr Pickup,0,
0,,Black Eyed Peas Europe,1,
0,,Basto,0,
0,,Apl.De.Ap from Black Eyed Peas,1,
0,dance pop,LMFAO,0,
0,,Q Da Hypeman,1,
0,,Party Rock Crew - La Freak Crew,1,
0,,Red Foo,1,
0,belgian indie,The Experimental Tropic Blues Band,0,
0,,DJ Score,0,
0,,Saaner Osterkonzerte SAANEN,1,
0,french hip hop,Oxmo Puccino,0,
0,,Mariama,0,
0,,Dj Smooky,1,
0,,Mister Softy,1,
0,,Radiorifle,0,
0,,Jun Marl ,1,
0,,Cruz Jr. and Tony Tide,1,
0,,Sebastian K.  Sigmaringen DE,1,
0,,"ROODIXX | Musik, Moderation, Entertainment",1,
0,,Lawrence,0,
0,,Ms Hyde & Nat,1,
0,,Basler Gesangverein 2012/13,1,
0,,Bruckner BASEL,1,
0,,Sam Genious b2b,1,
0,,Seve iSche,1,
0,,Sam Genious b2b Seve Ische,1,
0,,SEA + AIR,1,
0,,Der Schwarze Ball Live,1,
0,,Prepaid Dürüm,1,
1,,Antimatter,0,
0,,Unit Night ZÜRICH,1,
0,,Saiddy Bamba DIETIKON,1,
0,,The Legendary Reggae Riot Soundsystem,1,
0,,Hepp,0,
0,,D. Brun del Re,0,
0,deep euro house,Bakermat,0,
0,deep euro house,Daniel Bortz,0,
1,,Tanzbar,0,
0,,Marc Fuhrmann,1,
0,,Get Galal,1,
1,,Cherie,0,
0,turbo folk,Indira Radic,0,
0,deep euro house,Thalstroem,0,
0,,Tanzstube mit Hey Caroline,1,
0,,Techno house,0,
0,,Swam Thing,1,
0,,Tanzstub..,1,
0,,ILAI-(OFFICIAL),1,
0,minimal techno,Heartthrob,0,
1,,Matador,0,
0,,m-nus,1,
1,,Erol Alkan,0,
1,,Tiga,0,
0,acid house,Theo Parrish,0,
1,,JETS=,0,
0,bass music,Jimmy Edgar,0,
0,german techno,Gebr. Teichmann,0,
1,,Kirk,0,
0,,IRON DUBZ,0,
0,,Sis I-Leen,0,
0,,Don Malastas,1,
0,,Natural Stepper,0,
1,,Ubik,0,
0,balearic,Studio,0,
0,,Jah'Mean Crew,1,
0,,Goldy Dub Fever...!,1,
0,,JETS= Machinedrum,1,
0,,OBF Sound..,1,
0,,Dandy Jack,0,
0,,VOVA KLK,1,
0,,Timur,0,
0,,Basha,0,
0,,TIMUR BASHA,1,
0,big room,Yves V,0,
0,,Sundance LAUSANNE,1,
0,,Boston Bun,0,
0,,DJ  Feadz,1,
0,,Dj Adry,0,
0,,Eugene Robinson,0,
0,,L'Enfance Rouge,1,
0,,DJ RIZ,1,
0,,Orlando Menthol,0,
0,,Yosko,0,
0,,Deco by Visionnaires Extralucides,1,
0,,Sonja Moonear,0,
0,,Patrick Bo,0,
1,,Nenad J,0,
0,,Soult,0,
0,,Madama Butterfly Vv ZÜRICH,1,
0,,Andy Burrows,0,
0,brutal death metal,Deadborn,0,
0,,over the threshold,1,
0,,Over Your Threshold,0,
0,,Steffen Kummerer,0,
1,,Aeon,0,
1,,Bergen,0,
0,,ptevents.ch,1,
0,,Lifted Selection Sound,1,
0,,Bruno,0,
0,,Marrone SCHLIEREN,1,
0,gothic metal,Visions of Atlantis,0,
0,,Kolektif Istanbul ZÜRICH,1,
0,,Slowdrive,0,
0,,The Real Blockhead,1,
1,,Blockhead,0,
0,house,Steve Lawler,0,
1,,Julian Perez,0,
0,,Easter Wonderworld,1,
0,,Easter Wonderworld ZÜRICH,1,
1,,Joram & Helder,0,
0,,Sandro Vitalini,1,
0,,Stony Ahead,1,
0,,Talin,0,
0,,Dilo,0,
1,,Drum’n’Bass,0,
1,,Calibre,0,
0,,SP:MC,1,
0,,Keen Demand & Blunty,1,
1,,Kenobi & Ryck,0,
0,,Tanzstube mit Miteinander,1,
1,,Marc Feldmann &,0,
0,,Tanzstube mit..,1,
0,,Sebastian-Courtier,0,
0,,nnim two entertainment,1,
1,,THROES & THE SHINE,0,
1,,Otavio... !,0,
0,,Kontakt,0,
0,rai,Youcef,0,
1,,Paris.,0,
0,,12 Club,1,
0,,Asile,1,
1,,LIVE!,0,
0,,Stereo Hypnosis,1,
0,francoton,Sexion d'assaut,0,
0,big room,Dyro,0,
1,,Otavio... & More,0,
0,,FRANKY from,1,
0,,FRANKY from ADOLPHO & FRANKY,1,
0,,DJ Phat,0,
0,,Deepwhite,1,
1,,VeRA,0,
1,,Mira,0,
0,,M.A.,0,
0,,SÉPARÉE,1,
0,,Les Amis De La Nuit,1,
0,,PETER SCHUHMANN,1,
0,,SERANTHONY  SNUR,1,
0,,DJ CATRINA DAVIES,1,
0,,Osterklang 2013 ZÜRICH,1,
1,,Adam Green & Binki Shapiro,0,
0,,Blockheads Grindcore,1,
0,,Raaga Trio,1,
0,,Andra Kouyaté,0,
0,,Andreas Fulgosi,1,
0,,Basskickersz,1,
0,,Basskickerz,0,
0,,The Braindrillerz,0,
0,,Red Robin,0,
0,breakbeat,Camo & Krooked,0,
0,,DJ Tatanka,1,
0,,OXA Final Closing Party 1985-2013,1,
0,schranz,Sven Wittekind,0,
0,breakbeat,S.P.Y,0,
0,big beat,High Contrast,0,
0,,Thrasher,0,
0,minimal tech house,Adultnapper,0,
0,deep melodic euro house,Francis Harris,0,
0,gabba,Radium,0,
0,deep hardstyle,Art of Fighters,0,
0,deep disco house,Damian Lazarus,0,
1,,Peri & Para,0,
0,drum and bass,Enei,0,
0,dark psytrance,Loose Connection,0,
0,,Snowfestival Hohsaas SAAS,1,
0,deep soul house,DJ Qu,0,
0,,EMMANUEL MOIRE GENÈVE,1,
0,,Joshua Redman Quartet GENEVA,1,
0,,Gregory Hutchinson,0,
0,,Reuben Rogers,0,
0,british alternative rock,Blitz Kids,0,
0,,Söhne Mannheims ZÜRICH,1,
0,,Soul Jazz Alliance ZÜRICH,1,
0,,Angélique Kidjo ZÜRICH,1,
0,,Steel Panther ZÜRICH,1,
0,,"pommelHORSE ""Wintermadness"" ZÜRICH",1,
0,,Vive la Patrie SION,1,
0,,Cloud Boat,0,
1,,Sarah Jory,0,
0,,Joe Bonamassa 2014 BASEL,1,
0,neo-progressive,Transatlantic,0,
0,,Joshua Redman Quartet «Ballads» ZÜRICH,1,
0,,BLIGG SERVICE PUBLIGG Tour 2014 ZÜRICH,1,
0,,Transatlantic PRATTELN,1,
0,deep australian indie,Boy And Bear,0,
0,deep australian indie,Boy & Bear,0,
0,,Wonderlick Entertainment,1,
0,,"Colin Vallon Trio ""Le Vent"" ZÜRICH",1,
0,chanson,Thomas Fersen,0,
1,,Goldfish,0,
0,,Halcyon Productions & Artist Management,1,
0,,Midlake Band,1,
0,austindie,Midlake,0,
0,alternative americana,Israel Nash,0,
0,,Angélique Kidjo GENÈVE,1,
0,,Louise Oscar,1,
0,,The Deep End,0,
1,,... Pink Floyd,0,
0,,Aida ZÜRICH,1,
0,alternative emo,A Wilhelm Scream,0,
0,orgcore,Astpai,0,
0,,Bastian Baker ZOFINGEN,1,
0,bluegrass,Dailey & Vincent,0,
0,,Bluegrass Beans,1,
0,,"Veronika's Ndiigo ""Feel it all"" ZÜRICH",1,
0,,sacha.robotti.music,1,
0,brostep,ETC!ETC!,0,
0,,Alix Vesper,0,
0,,The Crimson ProjeKct,0,
0,,Julie Slick (official),1,
0,,CARLA BRUNI GENÈVE,1,
0,,Miraculous Mule,0,
0,,MASTER SOUL,1,
0,,Rezital Dmitrij Hvorostovsky,1,
0,,Bariton BERN,1,
0,,Rezital Dmitri Hvorostovsky,1,
0,,Angélique Kidjo SOLOTHURN,1,
0,,Myk Derill (Official),1,
0,,Swiss Music Awards ZÜRICH,1,
0,disco house,Roger Sanchez,0,
0,,Twilight | Unseen Dimensions,1,
0,,Stringcaster,0,
0,,Wolf In Loveland,0,
0,,Gusttavo Lima REGENSDORF,1,
0,,Joanne Shaw Taylor PRATTELN,1,
0,,Hellmüller Risso Zanoli ZÜRICH,1,
0,,Lost in Desire,0,
0,,Alter Red,1,
0,deep euro house,Boss Axis,0,
0,deep tropical house,Gamper & Dadoni,0,
0,,Forever Crazy ST. MORITZ,1,
0,,Lollipop Wochenende Arosa AROSA,1,
0,,Lollipop Wochenende Arosa,1,
0,,CARLA BRUNI MONTREUX,1,
0,,Calvin Coal,0,
0,dub techno,Demdike Stare,0,
0,,Burning Flesh,0,
0,,From Asylum,1,
0,,Brightness,0,
0,,Djane Percy,1,
0,,Yilian Canizares,0,
0,,Angélique Kidjo THUN,1,
0,,Klischée  Plattentaufe,1,
0,,Nu-Pulse,0,
0,,Frauentag,1,
1,,John Newman,0,
0,,Circus meets Classic ZÜRICH,1,
0,,Southern Stars present Highways,1,
0,,Byways,0,
0,,NL ZÜRICH,1,
0,,Byways ZÜRICH,1,
0,,Steven Snowden,0,
0,,"Mars"" Tour 2014 LUZERN",1,
0,,Costa Inc.,1,
0,,ANNAKIN  WINTERTHUR,1,
0,,Bubliczki ZÜRICH,1,
1,,Worlds Apart,0,
0,,Geddes,0,
0,,Mystèretrio 4tet,1,
0,,Suzanne Klee,0,
0,,Woodhouse Jazzband WINTERTHUR,1,
0,,Jovenes Flamencos ZÜRICH,1,
0,,A Life To Die For Tour,1,
1,,Royal Hunt,0,
0,,Jason Derulo ZÜRICH,1,
0,anti-folk,AJJ,0,
0,canadian indie,Corb Lund,0,
0,,Ducking Punches,0,
0,,Karin Meier,0,
0,,Ducking Puches,1,
0,,La Gapette,0,
0,,Acidez,0,
0,,Fans of John Mayall,1,
0,,John Mayall SOLOTHURN,1,
0,,Der Fliegende Holländer ZÜRICH,1,
0,black thrash,Toxic Holocaust,0,
0,,Das schlaue Füchslein WINTERTHUR,1,
0,,David Helbock's Random/Control ZÜRICH,1,
1,,Anaïs,0,
0,french folk pop,Barcella,0,
0,,Les Innoncents,1,
0,,Festival Voix de Fête 2014,1,
0,french folk pop,Batlik,0,
0,chanson,Les Innocents,0,
0,,Run Over Dogs,0,
0,,Joni and Thomi Pettit ZÜRICH,1,
0,,John Mayall ZÜRICH,1,
0,,Reto Suhner Nonet ZÜRICH,1,
0,,Didier Wampas,0,
0,,Stéphane Zelten   (  Nouvelle  Page Officielle ),1,
0,,Festival Louange 2014,1,
0,french rock,Joseph d'Anvers,0,
0,,Stuntman,0,
0,,John Mayall THUN,1,
0,,Fixi ZÜRICH,1,
0,,Dustyboots ZÜRICH,1,
0,,Bastian Baker HERISAU,1,
0,,Smoota,0,
0,minimal dubstep,Keyed Up,0,
0,,Dan le Sac vs. Scroobius Pip,0,
0,belgian indie,Too Tangled,0,
0,psychedelic doom,Captain Crimson,0,
0,,BLIGG SERVICE PUBLIGG Tour 2014 ST. GALLEN,1,
0,,Amarcord LUGANO,1,
0,chanson,Emily Loizeau,0,
0,,Colors Record,1,
0,chanson,Albin de la Simone,0,
0,,Poli-Méri's,1,
1,,AuDen,0,
0,deep hardstyle,Psyko Punkz,0,
0,,Eleonore,0,
0,,Jaël Malli,0,
0,,Sarah Olivier,0,
0,swiss rock,The Rambling Wheels,0,
0,,Tony Melvil,0,
0,,Cary T. Brown & Aurélien Boilleau,0,
0,schranz,DJ Rush,0,
0,,Beneath My Feet,0,
0,,Turbolenz,0,
0,,TOTAL TERROR AWARD SHOW 2014,1,
0,,Edit Select,0,
0,folk-pop,George Ezra,0,
1,,Fitz & The Tantrums,0,
0,,Gerry ''The Voice of Vegas'',1,
0,,Die Brüder,0,
0,,Bill Haley's Comets,0,
0,,Gina Haley ZÜRICH,1,
0,indie shoegaze,Volplane,0,
0,,Mahlstrom,0,
0,,Daughtry PRATTELN,1,
0,doom metal,Black Tusk,0,
0,,John Mayall HERISAU,1,
0,alternative metal,Daughtry,0,
0,,Andrea Berg ZÜRICH,1,
0,,BLICK AM ABEND SHOOTINGSTAR ZÜRICH,1,
0,,Térez Montcalm ZÜRICH,1,
0,,Alek et Les Japonaises,1,
0,,Self Group,0,
0,,Southerly,0,
0,,BLIGG SERVICE PUBLIGG Tour 2014 CHUR,1,
0,,Explosion de caca,1,
1,,KITSUNE,0,
0,,"Anoraak (DJ), BeatauCue, Oliver Nelson, Disco D and Mannequine",1,
0,deep soul house,Rainer Trueby,0,
0,,Djane Amely,1,
0,,"""La Leggenda"" Lucio Battisti LUGANO",1,
1,,Deluxe,0,
0,,BERTY,0,
0,big room,Ferry Corsten,0,
0,,Steve Sanders ( Dj Majesty ),1,
0,deep underground hip hop,Azizi Gibson,0,
0,,Thierry Lang,0,
0,,Orchestre de chambre Fribourgeois,1,
0,abstract hip hop,Prefuse 73,0,
0,,Erwan Pinard,0,
0,deep full on,Iliuchina,0,
0,,PJ Bond,0,
0,,TOTAL TERROR AWARD WIEDERHOLUNGS-SHOW 2014,1,
0,,KJ Denhert,0,
0,christian metal,Pantokrator,0,
0,,Yellowire,0,
0,,Gavin DeGraw ZÜRICH,1,
0,atmospheric black metal,Borknagar,0,
0,doom metal,Ereb Altor,0,
0,finnish metal,Shade Empire,0,
0,folk metal,Månegarm,0,
1,,In Vain,0,
0,,Rectal Smegma,1,
1,,Grace Kelly,0,
0,,The Good Brothers ZÜRICH,1,
0,balkan brass,Goran Bregović,0,
0,,Funeral Band LUZERN,1,
0,,BLIGG Service Publigg Tour 2014 LUZERN,1,
0,,The Kuziem Singers WINTERTHUR,1,
0,,Pat McManus  PRATTELN,1,
0,chamber psych,Nadine Shah,0,
0,,PAT MAC MANUS,1,
0,,Festival Ticket für Saison Abo InhaberInnen,1,
1,,Harley&Muscle,0,
0,,Joelle Saint Pierre,0,
0,,Funeral Band BERN 25,1,
0,,Pillow Song Artists,1,
0,contemporary jazz,Robert Glasper,0,
0,,Robert Glasper Experiment ZÜRICH,1,
0,,Blaze PRATTELN,1,
0,,Within Temptation ZÜRICH,1,
0,bebop,Roy Hargrove,0,
0,,Liederabend Nina Stemme ZÜRICH,1,
0,british alternative rock,You Me At Six,0,
0,,SKUNK ANANSIE ZÜRICH,1,
1,,The Poodles,0,
0,,James Blunt ZÜRICH,1,
0,,The Poodles PRATTELN,1,
0,,Andy Boller Musician,1,
0,,SOFIA Band ZÜRICH,1,
0,,On The Road Again,0,
0,,Funeral Band LUGANO,1,
0,,Cory Becker,1,
0,,Sixto Diaz Rodriguez,1,
1,,Rodriguez,0,
0,,RODRIGUEZ THONEX,1,
0,acoustic blues,Joe Louis Walker,0,
0,,Magnus Lindgren ZÜRICH,1,
0,,C.J. Boyd,0,
0,metalcore,Eskimo Callboy,0,
0,,SOFIA Festival ZÜRICH,1,
0,drone metal,Grails,0,
0,,LILAC,0,
0,,Champagne,0,
0,breakcore,Broken Note,0,
0,indie anthem-folk,Owen McGarry,0,
0,,iAROSS,0,
0,australian alternative rock,The Jezabels,0,
0,,Candlelight Records,1,
0,boy band,Backstreet Boys,0,
0,,Backstreet Boys ZÜRICH,1,
