ambigous_result,genre,name,no_result,origin
1,,Pop & Skred,0,
0,blues-rock,Danny Bryant,0,
0,thai idol,Thaitanium,0,
0,,CHRISTIAN SCHIEMANN,0,
0,,MALEKO'S BEUTEL & AMARU,0,
0,deep house,Fred Everything,0,
0,,aka Cavalier,1,
0,,Leonist & Free J Rumi,1,
0,minimal tech house,Veitengruber,0,
0,,Ramin,0,
0,,Sousoul,1,
0,indie pop,Wild Belle,0,
0,electrofox,LCMDF,0,
1,,Aaron Watson,0,
0,,MiXendorp,0,
0,punk christmas,Secret Army,0,
0,,Nik von Frankenberg & Honoree,1,
1,,Gioacchino Rossini,0,
0,,Stabat Mater ZÜRICH,1,
0,,Super Country,1,
0,,Brett Newski,0,
0,,KINGSDOWN,0,
0,canadian pop,Justin Bieber,0,
0,,Justin Bieber ZÜRICH,1,
0,canadian pop,Carly Rae Jepsen,0,
0,,The Others Rocken Roul,1,
0,,and the reserve men,0,
0,,And The Reserve Man PRATTELN,1,
0,,Hintergrundrauschen,0,
0,,The Bassment,0,
0,,Tom Wineman,1,
0,,Riley Reinhold,0,
0,,Fabian Kozelsky,0,
1,,Dreksler & Haerle live,0,
0,electronic trap,Lockah,0,
1,,DJs & Live,0,
0,,mewa,0,
0,,Moog Lee,0,
0,,Tanzstube mit Superlive,1,
0,,Styro,1,
0,,Cosili,0,
0,,Dada Global,1,
1,,Sarna,0,
1,,Knut,0,
1,,Live:..,0,
0,,Ryan Davis Music,1,
0,,Mdmo,0,
1,,Handjob,0,
0,minimal dub,Eduardo De La Calle,0,
0,,Tevor Handa,0,
0,,Düito,1,
0,deep soul house,Iron Curtis,0,
0,,JackOff,1,
0,,Greg Watts,0,
0,,Kreisprozess,1,
0,,Kong Curling,1,
0,,Final Cut,0,
0,,Bwakaw,1,
1,,The Grandmaster,0,
0,deep indie r&b,Kartell,0,
0,,Mind crash,0,
0,french pop,Merwan Rim,0,
0,,Tryo GENÈVE,1,
1,,Scotch & Sofa,0,
0,chanson,Tryo,0,
0,,1995 THONEX,1,
0,,Dianne Reeves GENEVA,1,
0,,Khostic,1,
0,,Bangko,1,
1,,Boyfriend,0,
1,,Proxy,0,
0,,ERTU DENLI &,1,
0,,Bishop Basterds,1,
1,,Denz,0,
0,,ADDK Alex Dario & Damien K,1,
0,,Best of the Second Decade,1,
0,,Hardstyle Rockerz,0,
0,,B.what?,1,
1,,Surgeon,0,
0,,Mil Waukee,1,
1,,Ka & Ge,0,
0,,b2b Maurice Bateau,1,
0,,Vicky Devine,0,
0,,Siegwart,0,
0,,Termine,0,
0,,NICONE,0,
0,,Dj Max Grillo,1,
0,swedish hard rock,The Kendolls,0,
0,,Gala Night Mit Music Road Pilots,1,
0,,Max Lässer und das Überlandorchester PRATTELN,1,
0,fingerstyle,Max Lässer,0,
0,,Shantel  WINTERTHUR,1,
0,,UNITED EVENTS,1,
0,deep disco house,James What,0,
0,,Fumoir,0,
0,,Laso,0,
0,pop rap,J.R. Writer,0,
0,,Robin Hirte,0,
0,,Lars Wickinger,0,
0,,FRITZ FIRULIN,1,
0,,TOMMY LIEBHARDT,0,
0,,KEM KEYL,1,
1,,Element,0,
1,,Dr. Jones,0,
0,,NICO MASSA,1,
1,,ORION & MOLE,0,
0,,BLACKMAIL (Official),1,
0,,Dr. Lektroluv,0,
0,,Bad Nelson from Losanna,1,
0,,Hiivemind,1,
0,,Festivalticket inkl. Skipass SA oder SO,1,
0,,Festivalticket,1,
0,,Afterparty inkl. Skipass SA oder SO,1,
0,,VIP-Ticket,1,
0,,Regard d'Or,1,
1,,Dress,0,
0,chanson,Paul Personne,0,
0,,Tadeo Doberska,1,
0,,Thomtraxx,1,
0,,Bertel Gee,1,
0,,Latenzzeit,1,
0,,Zero,0,
0,,Country Brunch Mit Jeff Turner,1,
0,,Gershwin Piano Quartet LACHEN SZ,1,
0,,Shout Out Louds ZÜRICH,1,
0,,The Westbrook Trio,1,
0,,Hogan's Heroes  WINTERTHUR,1,
0,,Grupo Compay Segundo,0,
0,,DJ VITA,1,
0,,Daniela Dill,0,
0,,Christian D. Link,1,
0,,Mr. Surprise,1,
1,,Swans,0,
0,anti-folk,Xiu Xiu,0,
0,,Off The Hook,0,
0,,Mäntigsclub,1,
0,,NoReduce ZÜRICH,1,
0,,NoReduce,1,
0,,Михаил Васильевич Плетнев,1,
0,,Leitung BASEL,1,
0,,Paul Gilbert PRATTELN,1,
0,,Dena Derose ZÜRICH,1,
0,black thrash,Ketzer,0,
1,,Paul Gilbert,0,
0,vienna indie,Steaming Satellites,0,
0,,Dianne Reeves ST. GALLEN,1,
0,,FILIAMOTSA,0,
0,bow pop,Balmorhea,0,
0,french indie pop,Mermonte,0,
0,,SOFTEN,0,
0,azonto,Mr. Vegas,0,
0,,MaxBird,1,
0,swedish pop punk,Tiger Bell,0,
0,,Steven Wilson ZÜRICH,1,
0,,Balkan Flavours ZÜRICH,1,
0,,papiro,0,
1,,DJ Fett,0,
0,,& Ballet Junior Genève,1,
1,,Wildlife !,0,
0,,Freedom Fighter Sound,1,
0,,Muller System,1,
0,,Jah'mean Sound,1,
0,,Skankin's Society,1,
0,,Vince,0,
1,,Kenny Dope....!,0,
0,breakbeat,Calyx & Teebee,0,
0,,MC GQ..,0,
0,,20 years of kompakt,1,
0,deep euro house,Gui Boratto,0,
0,deep melodic euro house,Saschienne,0,
0,microhouse,Justus Köhncke,0,
0,,Mohn,0,
0,digital hardcore,Atari Teenage Riot,0,
0,drum and bass,Calyx,0,
1,,Teebee,0,
0,,MC GQ,0,
0,,Trojan Sound System,0,
0,,& GUILHERME BOTELHO & BALLET JUNIOR GENÈVE,1,
0,breakcore,Otto von Schirach,0,
1,,TC,0,
1,,MC,0,
0,dubstep,Jakes,0,
0,chip hop,Bit-Tuner,0,
0,,Deafthnoise,1,
0,,Deejay MF,1,
0,,Illegal Machine VS Big Scary Monsters ,1,
0,,Beardy Weardy,0,
0,,Fafadet VS Mogoon,1,
1,,LFO,0,
0,chicago house,Derrick Carter,0,
1,,Rone,0,
0,,Daniel Miller,0,
0,gothic post-punk,Kas Product,0,
0,metropopolis,Clock Opera,0,
1,,The Bug,0,
0,,Daddy Freddy,0,
0,destroy techno,Attaque,0,
0,,BAK XIII,0,
0,industrial,Thee Majesty,0,
0,,Spitzer,0,
0,,DJ DIMI3,1,
0,,SHAZAM BELL,1,
0,,Operation Of The Sun,0,
0,,Demetra Vox,1,
0,,RICOBF,1,
0,,PART2STYLE,0,
0,,EGYPTOLOGY,0,
0,,Mala In Cuba,1,
1,,Jets,0,
1,,Machine Drum,0,
1,,Jimmy,0,
1,,Whitey,0,
0,bass music,Jon Convex,0,
0,,Obf Sound System,1,
0,,Gebrueder Teichmann,1,
1,,Salva,0,
1,,UZ,0,
0,,Mungos HIFI,0,
1,,Mr Williamz,0,
0,,BARON OUFO,1,
0,abstract,Sogar,0,
0,,MC DJ EXTRAVAGANZA,1,
0,,Deepchild,0,
0,,& THE SHINE,1,
0,,Equation Solver,1,
1,,OTAVIO,0,
1,,CALYX & TEEBEE..,0,
0,,Ricky Rat,0,
0,acoustic blues,Eric Bibb,0,
0,mande pop,Habib Koité,0,
1,,Habib Koité & Bamada,0,
0,,Sundance PRILLY,1,
0,,Sundance GENÈVE,1,
0,,C2C THONEX,1,
0,french indietronica,CLUB CHEVAL,0,
0,,Lateef the Truthspeaker,0,
0,,Elodie Rama,0,
1,,Justice,0,
0,big room,Dannic,0,
0,,apl.de.ap,0,
0,,RITON TIME,1,
0,,Judiar,1,
0,,Yakarta GENÈVE,1,
1,,Chacal & Yakarta,0,
0,minimal tech house,Siopis,0,
0,,Pablo Bordon,1,
0,,Osterkarussell,1,
0,,FRAGMENT OF SYMMETRY,1,
0,death metal,Hatesphere,0,
0,,Billy Boy in Poison,0,
0,opera,The Ten Tenors,0,
0,,Jackie James Barnes,1,
0,,Shakra PRATTELN,1,
0,,djsneak,1,
0,cabaret,Robin McKelle,0,
0,,The Flytones ZÜRICH,1,
0,icelandic pop,Retro Stefson,0,
0,dancehall,Inner Circle,0,
0,deep disco house,Audiofly,0,
0,,Toni Terranova,1,
0,broken beat,Afronaut,0,
0,,Andreas Ramos & Schmerol,1,
0,deep disco house,HNQO,0,
1,,Shackleton,0,
0,,UK,0,
0,,Leisure Options CH,1,
0,,Martin Meier CH,1,
0,,Leo CH,1,
0,acid house,DJ Sneak,0,
0,,Black Sync,1,
0,deep euro house,Oliver Koletzki,0,
0,,Patrique,0,
1,,ART & WEISE,0,
1,,K..,0,
0,,GC Sound,1,
0,,Mad Codiouf,1,
0,,Jill Addis,1,
0,,Rahaan,0,
