ambigous_result,genre,name,no_result,origin
0,balkan brass,Kroke,0,
0,,Madame Dame,0,
0,,Group Rhoda,0,
1,,Terry Lee Brown Jr.,0,
0,,Jeff Swing,0,
0,,Ruy Kraizen,0,
0,,Chris Moss Acid,0,
0,,Terdjman,0,
0,,Don't Kill My Vibe,1,
0,,Las Vegas Boat Party,1,
0,,Child-Talent,1,
0,,Folk-Klassik-Talent  Spark  die klassische Band,1,
0,,Daydance,1,
1,,Gratis,0,
0,,Pablo Einzig Music,1,
0,,Miteinander,1,
0,,Traumwerk,0,
0,,neon,0,
1,,Hive,0,
0,,Dj Renato Broccini,1,
0,,Kei Ahnig,1,
0,,Yves Helbling,1,
1,,Beyond,0,
0,,Bands Stage,1,
1,,Bloom,0,
1,,Voice,0,
1,,Music Artists,0,
0,,The Birthday Girls,0,
0,,Family Affair,0,
0,,@ Alte Kaserne,1,
0,,18+ Jahren,1,
0,,Der Wanderer,1,
0,,Great Stuff,1,
0,,Wien,0,
0,,TERRAZZA,0,
0,,River Ist Böse,1,
1,,Du,0,
1,,AB,0,
0,,Daytime,0,
0,,CEPHEI,0,
0,,Jamblu,0,
0,,two and yuna,0,
0,psychedelic blues-rock,Thundermother,0,
0,,TSV Fortitudo Gossau,1,
0,,Meisterschaft 15/16,1,
0,,"Florian Favre Solo ""Chopin",1,
0,,"Ravel and more variations""",1,
0,,LCone,0,
0,,La Création du monde,1,
0,didgeridoo,Adèle & Zalem,0,
0,rap metal,Big B,0,
0,,Ceekay Jones,0,
0,,OPM Big B,1,
0,reggae rock,OPM,0,
0,,z4i Tramfahrt,1,
1,,Jim Adkins,0,
0,preverb,Torres,0,
0,electronica,Montag,0,
0,,Theo Verney,0,
0,,Swiss-Talente  Oeschs die Dritten,1,
0,ambient idm,Seekae,0,
0,,"Reggie Washington ""Rainbow Shadow",1,
0,,Reggie Washington,0,
0,,Country-Talent  Suzanne Klee,1,
0,,Arthur Smith,0,
0,,Jenny Collier,1,
0,,Akkordeonjagd,1,
0,,Akkordeon Festival Zug 2015,1,
0,,Akkordeonjagd-Konzert,1,
0,indie punk,Solids,0,
0,,Humor-Talent  Peach Weber,1,
0,,Bestsellerautor Gary Quinn,1,
0,,Medium Tim Braun aus Amerika,1,
0,album rock,Joe Lynn Turner,0,
0,pop,Grace,0,
0,electropunk,The Toten Crackhuren,0,
0,,DJs Cio,1,
0,,DJ CIO,1,
0,french hip hop,la smala,0,
0,portland indie,Houndstooth,0,
0,,DJ PUMA,0,
1,,"Ilaria Graziano & Francesco Forni ""From Bedlam to Lenane""",0,
0,,Meerganglied,0,
1,,Bird,0,
0,,Die Grosse Reise,1,
0,,Walliseller-Talente  Dodo Jud,1,
0,,Radio Pilatus Music Night,1,
0,,dem 21st Century Orchestra,1,
0,,QUALIFICATION,1,
0,,Im Bett,1,
0,,Sisyphos,0,
0,,Trajal Harrell,1,
0,,Hujässler,0,
0,,Akkordeon Festival Zug,1,
0,,"Frank Sauer ""Der Weg ist das Holz""",1,
0,,Zebra Katz  Live,1,
0,,Blaqq,0,
0,,Why'd,0,
1,,Torn,0,
0,,Würth Chor,1,
0,,Tabarnak de festival 2015,1,
0,,Soirée Folklorique,1,
0,classic russian rock,Mikhail Shufutinsky,0,
0,,Lewski,1,
0,,Romano Rapeso b2b,1,
0,microhouse,Superpitcher,0,
1,,Dorst,0,
0,destroy techno,Douster,0,
0,destroy techno,SOUND PELLEGRINO,0,
0,,Sources,0,
0,,Flore,0,
0,,POLAAR,1,
0,,Hidden Peaks,0,
1,,TIT,0,
0,,VJ LUPIN,1,
0,float house,The Black Madonna,0,
0,,Catz n'Dogz,1,
0,,Adam winston,0,
0,,Spurensuche,1,
0,,"Stiller Has ""Alterswild""",1,
0,,Women Who Rock,1,
1,,-Monika Kruse,0,
1,,-Tobi Kramer,0,
0,,-She Nionika,1,
1,,-Pièrick,0,
0,,-Recarey,0,
0,,Kurzstückabend,1,
0,,Oktoberfest Aarburg,1,
0,,Dance-Talents  Ballett,1,
0,,Tango-Stars begleitet vom Trio Festivo,1,
0,,den Tango Sonos,1,
0,,Strohmann,0,
0,,Kauz mit,1,
0,,Lord Kesseli,0,
0,,Bingo Show!,0,
0,,Bingoband,1,
0,german indie,Drangsal,0,
0,,"Die Band ""Ändspurt-Tour""",1,
0,,Tribute Night,1,
0,,Cream vs. Rage Against the Machine,1,
0,,Noesberger,0,
0,british blues,Rick Vito,0,
0,,FA/KE,1,
0,,A-Synth Fest 2015,1,
0,,Othella Dallas,0,
0,,Dust of Time,1,
0,alternative hip hop,Kev Brown,0,
0,,Hassaan Mackey,0,
1,,Vibe,0,
0,,Vj Mushroom / Gabriel Otero,1,
0,,THE HYENES,0,
0,,Esquina Sur,0,
0,,Ariane Effect,1,
0,,Silikat,0,
0,,CYLS,1,
0,,Bastien Remy,1,
0,,Timid Boy,0,
0,big room,Stadiumx,0,
0,,Carnage Feast 2015,1,
0,,Eleven Rock 2015,1,
0,,Gianni Sabato,0,
1,,Kimera,0,
0,tango,Trio Garufa,0,
0,,San Francisco,0,
0,,first time in Europe,1,
0,,bons vivants,1,
0,,Dwig,0,
1,,Lux.,0,
0,,Das Balz b2b About Clint,1,
1,,Mitra,0,
1,,Kathrin,0,
0,,Workshop,0,
0,,"Kurzstück ""Dans l'atelier""",1,
0,neo classical metal,Gus G,0,
1,,Mànran,0,
0,,Schweini's vegane Kochshow,1,
0,,Star-Talent  Luca Hänni,1,
0,,Katastrophe,0,
0,,Babylon K,1,
0,,iFach Zucco,1,
0,alternative rock,Sufjan Stevens,0,
0,dance rock,Marc Almond,0,
0,j-poppunk,ALMOND,0,
0,deep pop edm,Marc,0,
0,,Der Sardellenkönig,1,
0,,Mar Dean,1,
0,,Somafon,1,
0,,Adam Morkus,0,
0,,der Jugend die Zukunft,1,
0,,Coro InControCanto,1,
0,,CHABTAN,0,
0,,Resumed,0,
0,,Bergerausch,1,
1,,collect.if,0,
0,,"Urs Bollhalder Trio ""Eventide""",1,
0,,Mei ZhiYong,1,
0,,Prends-en de la graine,1,
0,,Gulp,0,
0,,SWISS ARTISTS for Smiling Gecko,1,
0,,HC Kriens-Luzern,1,
0,,Corinne Maier,1,
0,,"Steffen Schorn Septet ""Tiefenträume""",1,
0,alternative dance,Django Django,0,
0,,ORPHEUS IN DER UNTERWELT,1,
0,,Live Acts.,1,
0,,Traumaduo,1,
0,,A Running Jump,1,
0,,Career Girls,0,
0,alternative emo,All or Nothing,0,
0,,Elle s'en va,1,
1,,On My Way,0,
0,,Cha và con và,1,
0,,BIG FATHER,1,
0,,Small Father and Other Stories,1,
0,,Breaking a Monster,1,
0,,Rooz-e Roshan,1,
0,,What's the Time in Your World?,1,
0,,Dar donyaye to saat chand ast?,1,
0,,Vida sexual de las plantas,1,
0,,Sex Life of Plants,1,
0,,The Diary of a Teenage Girl,1,
0,chamber psych,Circuit des yeux,0,
0,,Lamar Moore,0,
0,,Julian Litwack,1,
0,,Irina Lorez,1,
0,acoustic blues,Mississippi Heat,0,
0,,8th Scottish Folk Night,1,
0,,"Christoph Simon ""Wahre Freunde""",1,
0,,The Wedding Party Massacre,0,
0,,Live at Gonzo,1,
0,,Miss Flora,0,
0,,HiGY,1,
0,,Tipps für Wilhelm,0,
0,,Full-Pass,1,
0,,Yanis Marshall,1,
0,,Kaophonic Tribu,1,
0,,Aymeric Lompret,1,
0,,Les Kangourous,0,
0,,De Beren Gieren,0,
0,,Anna Aaron solo,1,
0,acid house,Octave One,0,
0,,DJ Spyro,0,
0,grime,Newham Generals,0,
0,,b2b Septentrio,1,
0,,TAIKEN,0,
0,,Serrano Terrace,1,
0,,Cristi Garbo,1,
0,,Friskit,0,
0,,Oktoberfest Gaudi,1,
0,,Oldieshaker,1,
0,trip hop,Mix Master Mike,0,
0,float house,Moscoman,0,
0,,Öffentliche Generalprobe des Internationalen Filmmusikwettbewerbs,1,
0,,Internationaler Filmmusikwettbewerb,1,
0,,Filmmusikkonzert,1,
0,,Filmmusikkonzert des Int. Filmmusikwettbewerbs,1,
0,,No Offence,0,
0,,Landfill Harmonic,1,
0,,Supilinna Salaselts,1,
0,,Secret Society of Souptown,1,
0,,Containment,0,
0,,The Long Distance,0,
0,,Eva Nová,0,
0,,Thank You for Bombing,1,
0,,Topsy-Turvy,0,
0,,Listen to Me Marlon,1,
0,,I'm not Angry!,1,
0,,Asabani Nistam!,1,
0,,El apóstata,1,
0,,THE APOSTATE,1,
0,,Isla bonita,0,
0,,Killing Time  Entre deux fronts,1,
0,crossover thrash,Killing Time,0,
0,,THE END OF THE TOUR,1,
0,,Dürrenmatt  Eine Liebesgeschichte,1,
0,,Dürrenmatt  A Love Story,1,
0,,Chor gei,1,
1,,Sara,0,
0,,Krigen,1,
1,,A War,0,
0,,Coconut Hero,1,
1,,happy-go-lucky,0,
0,,Reconquest of the Useless,1,
0,,Chung fung che,1,
0,,Two Thumbs Up,1,
0,,Special Gala,1,
0,persian pop,Nahid,0,
0,,The Propaganda Game -WIP,1,
0,,Victor Wainwright and The WildRoots,0,
0,gothic metal,end of green,0,
0,,Marjolaine Minot mit,1,
0,,Pyrah,0,
0,,Elmar Büeler,1,
1,,Piaf!,0,
0,,Jugend die Zukunft,1,
0,,125 Jahre SP Basel,1,
0,,Mollust Opera Metal,1,
0,,ORPHANED LAND 2015,1,
0,,Tord Gustavsen Quartet Extended Circle,1,
0,,Dirty Nick,0,
0,,Manoir Pub,1,
0,balearic,Discodromo,0,
0,,Les Poilus Associés,1,
0,italian arena pop,Raphael Gualazzi,0,
0,italian arena pop,Raphael  Gualazzi,0,
0,,"""Un aller simple pour Mars"" avec Vincent Kohler",1,
0,,Hardcore Italia Celebrates 20 Years of Traxtorm Records,1,
0,,Guy Sansonnens,1,
1,,Des,0,
1,,Henri,0,
1,,Kisling,0,
0,,L'Ebullition,1,
0,chamber pop,Vetiver,0,
0,,Sidney Dry,1,
0,,Rockabilly Festival 2015,1,
0,german indie,Guz,0,
0,power blues-rock,Rudy Rotta,0,
0,,miniCLUB meets Public Possession,1,
0,,El Jeremías,1,
0,,Umbre 1x01,1,
0,,Shadows,0,
0,,Umbre 1x02,1,
0,,Wataha 1x01,1,
0,hyphy,The Pack,0,
0,,Going Clear,1,
0,,Wataha 1x02,1,
0,,Wataha 1x03,1,
0,,Nichts passiert,1,
0,,A Decent Man,1,
0,,Welcome to Leith,1,
0,,Uns geht es gut,1,
0,,We are fine,1,
0,spanish hip hop,Sicario,0,
0,,The Hallow,0,
0,,Spieltape,0,
0,,Han-yeo-reum-ui Pan-ta-ji-a,1,
0,,A Midsummer's Fantasia,1,
0,,Las Elegidas,1,
0,,The Chosen Ones,0,
0,,Los reyes del pueblo que no existe,1,
0,folk punk,Kings of Nowhere,0,
0,,The Wolfpack,0,
0,,3 1/2 Minutes,1,
0,,Ten Bullets,1,
1,,Paradise,0,
0,,Ma dar Behesht,1,
0,,Comoara,1,
1,,The Treasure,0,
0,,Drum Festival Switzerland,1,
0,,Paul Brandenberg,0,
0,,DJ OB One,1,
0,,Inglourious Basterds in Anwesenheit von Christoph Waltz,1,
0,croatian pop,Colonia,0,
0,,El Club,0,
0,,The Club,0,
0,,Miracolul din Tekir,1,
1,,Regression,0,
0,,Sleepers,0,
0,,Laggies,1,
0,,Yi ge ren de wu lin,1,
0,,Kung Fu Killer,1,
0,,Metal Storm Vol. 3,1,
0,,Kombiticket YYY,1,
0,aggrotech,C/A/T,0,
0,,Mahi va gorbeh,1,
0,,Wednesday,0,
0,,MAY 9,1,
0,,Chaharshanbeh,1,
0,,19 Ordibehesht,1,
0,,CITIZENS!,0,
0,atmospheric black metal,Waldgeflüster,0,
0,accordion,Accordion Tribe,0,
0,,Akkordeonklänge am See,1,
0,,Dj Medeew,1,
0,,Schwarzmatt,1,
0,,Gärtlizügs,1,
0,,Dixie Night At New Orleans,1,
0,,Amber Rubarth,0,
0,,Orchestra della Svizzera italiana e Coro RSI,1,
